Date,Open_SLI.US,High_SLI.US,Low_SLI.US,Close_SLI.US,Adjusted_close_SLI.US,Volume_SLI.US,Open_ALB.US,High_ALB.US,Low_ALB.US,Close_ALB.US,Adjusted_close_ALB.US,Volume_ALB.US,Open_SQM.US,High_SQM.US,Low_SQM.US,Close_SQM.US,Adjusted_close_SQM.US,Volume_SQM.US,Open_1772.Hk,High_1772.Hk,Low_1772.Hk,Close_1772.Hk,Adjusted_close_1772.Hk,Volume_1772.Hk,Open_002466.SHE,High_002466.SHE,Low_002466.SHE,Close_002466.SHE,Adjusted_close_002466.SHE,Volume_002466.SHE,Open_LTHM.US,High_LTHM.US,Low_LTHM.US,Close_LTHM.US,Adjusted_close_LTHM.US,Volume_LTHM.US,Open_PLL.US,High_PLL.US,Low_PLL.US,Close_PLL.US,Adjusted_close_PLL.US,Volume_PLL.US,Open_LAC.US,High_LAC.US,Low_LAC.US,Close_LAC.US,Adjusted_close_LAC.US,Volume_LAC.US,Open_ORE.AU,High_ORE.AU,Low_ORE.AU,Close_ORE.AU,Adjusted_close_ORE.AU,Volume_ORE.AU,Open_GALXF.US,High_GALXF.US,Low_GALXF.US,Close_GALXF.US,Adjusted_close_GALXF.US,Volume_GALXF.US,Open_ENS.US,High_ENS.US,Low_ENS.US,Close_ENS.US,Adjusted_close_ENS.US,Volume_ENS.US,Open_VUL.AU,High_VUL.AU,Low_VUL.AU,Close_VUL.AU,Adjusted_close_VUL.AU,Volume_VUL.AU,Open_EMHLF.US,High_EMHLF.US,Low_EMHLF.US,Close_EMHLF.US,Adjusted_close_EMHLF.US,Volume_EMHLF.US,Open_CRE.V,High_CRE.V,Low_CRE.V,Close_CRE.V,Adjusted_close_CRE.V,Volume_CRE.V
2012-01-05,,,,,,,52.78,53.76,52.32,53.58,45.5325,618747.0,55.9549,56.689,55.1596,56.4749,34.7516,1059519.0,,,,,,,19.5034,19.9535,18.4983,18.8433,4.85,4327928.0,,,,,,,,,,,,,0.3023,0.338,0.3023,0.3333,1.6665,3510.0,1.3743,1.3743,1.2946,1.3395,1.3395,36539.0,,,,,,,26.63,26.89,25.93,26.79,24.2687,687257.0,,,,,,,,,,,,,0.13,0.145,0.13,0.14,0.14,400600.0
2012-01-06,,,,,,,53.68,54.41,53.25,53.47,45.439,710767.0,56.5972,56.74,56.169,56.2914,34.6387,547362.0,,,,,,,18.6033,18.9033,18.0182,18.8958,4.8635,5337516.0,,,,,,,,,,,,,0.3399,0.35,0.3399,0.3412,1.706,16830.0,1.3345,1.3942,1.2996,1.3843,1.3843,221188.0,,,,,,,26.85,27.11,26.573,26.69,24.1781,610661.0,,,,,,,,,,,,,0.135,0.14,0.135,0.14,0.14,148759.0
2012-01-09,,,,,,,53.73,53.91,52.67,53.43,45.405,465585.0,56.2914,56.2914,55.2514,55.5573,34.187,736058.0,,,,,,,18.9108,20.1411,18.5283,20.066,5.1647,6273321.0,,,,,,,,,,,,,0.335,0.3501,0.335,0.3501,1.7505,8698.0,1.3146,1.3693,1.3096,1.3146,1.3146,30281.0,,,,,,,26.83,27.25,26.235,27.09,24.5404,537947.0,,,,,,,,,,,,,0.135,0.135,0.135,0.135,0.135,44250.0
2012-01-10,,,,,,,54.35,55.47,54.28,55.09,46.8157,592004.0,56.2812,56.8317,55.9345,56.2506,34.6136,459300.0,,,,,,,19.9535,21.2513,19.916,20.9287,5.3867,10424909.0,,,,,,,,,,,,,0.35,0.3514,0.3499,0.3499,1.7495,3700.0,1.3195,1.3644,1.3195,1.3544,1.3544,70649.0,0.77,0.8,0.77,0.8,4.0,11900.0,27.5,28.15,27.43,28.0,25.3648,309694.0,,,,,,,,,,,,,0.14,0.145,0.135,0.145,0.145,151500.0
2012-01-11,,,,,,,54.8,55.62,54.52,55.37,47.0537,298754.0,56.2098,56.2098,55.6286,56.0976,34.5195,264291.0,,,,,,,20.8687,22.4665,20.4186,21.2287,5.4639,8802904.0,,,,,,,,,,,,,0.3465,0.349,0.325,0.325,1.625,2908.0,1.3743,1.4938,1.3743,1.4938,1.4938,174589.0,0.77,0.77,0.77,0.77,3.85,7500.0,27.82,28.21,27.79,28.1,25.4554,416122.0,,,,,,,,,,,,,0.14,0.14,0.13,0.135,0.135,167100.0
2012-01-12,,,,,,,55.7,57.7,55.18,57.49,48.8552,773278.0,56.0976,56.9337,55.8224,56.4035,34.7077,329622.0,,,,,,,21.1912,21.6038,20.8762,21.1537,5.4446,7605371.0,,,,,,,,,,,,,0.3195,0.327,0.3088,0.3265,1.6325,4257.0,1.5237,1.6133,1.444,1.4938,1.4938,134620.0,,,,,,,28.22,28.52,27.93,28.35,25.6819,571951.0,,,,,,,,,,,,,0.13,0.135,0.13,0.135,0.135,119000.0
2012-01-13,,,,,,,56.95,56.99,55.71,56.8,48.2689,403997.0,56.4545,56.7094,55.7714,56.1384,34.5446,293109.0,,,,,,,21.3038,21.3188,19.8035,19.8035,5.0971,8251652.0,,,,,,,,,,,,,0.3221,0.3221,0.295,0.3077,1.5385,2415.0,1.4938,1.5436,1.4888,1.5436,1.5436,146995.0,0.85,0.85,0.85,0.85,4.25,3000.0,27.84,28.25,27.39,27.47,24.8847,343987.0,,,,,,,,,,,,,0.135,0.135,0.125,0.135,0.135,134000.0
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,19.2259,19.7735,18.7983,18.7983,4.8384,3641409.0,,,,,,,,,,,,,,,,,,,1.5436,1.5436,1.4938,1.4938,1.4938,115596.0,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.13,0.13,0.13,0.13,43000.0
2012-01-17,,,,,,,57.97,58.45,57.12,57.34,48.7278,525522.0,57.3721,57.4843,56.3118,56.4953,34.7642,365912.0,,,,,,,18.7458,20.6811,18.6033,20.6811,5.323,8659487.0,,,,,,,,,,,,,0.3105,0.3498,0.3103,0.3394,1.697,7160.0,1.5436,1.5635,1.5038,1.5635,1.5635,31586.0,0.88,0.935,0.88,0.935,4.675,10150.0,27.81,28.0,27.37,27.56,24.9662,413508.0,,,,,,,,,,,,,0.125,0.145,0.125,0.135,0.135,233405.0
2012-01-18,,,,,,,57.0,58.52,56.91,58.51,49.722,729665.0,56.1894,57.5964,56.1894,57.5658,35.4229,476595.0,,,,,,,21.1162,21.6563,19.5034,19.736,5.0797,10039895.0,,,,,,,,,,,,,0.3689,0.3689,0.3408,0.3408,1.704,790.0,1.5635,1.5934,1.5436,1.5586,1.5586,126815.0,0.94,0.94,0.94,0.94,4.7,5000.0,27.6,28.04,27.44,28.01,25.3739,364194.0,,,,,,,,,,,,,0.14,0.165,0.135,0.155,0.155,552100.0
2012-01-19,,,,,,,58.63,61.23,58.62,60.09,51.0647,1048132.0,57.8105,58.769,57.8105,58.4835,35.9876,319914.0,,,,,,,19.7285,21.4613,19.1284,21.3038,5.4832,11084463.0,,,,,,,,,,,,,0.3423,0.3495,0.3322,0.3414,1.707,19078.0,1.5436,1.5436,1.4938,1.5436,1.5436,92093.0,,,,,,,28.15,28.36,27.9,28.23,25.5732,344519.0,,,,,,,,,,,,,0.155,0.16,0.155,0.155,0.155,84848.0
2012-01-20,,,,,,,60.0,60.1,59.49,59.64,50.6823,887958.0,58.4733,58.6262,58.0043,58.6058,36.0629,226437.0,,,,,,,21.3113,21.3563,20.5911,20.8762,5.3732,7551015.0,,,,,,,,,,,,,0.3453,0.3453,0.3245,0.3407,1.7035,5870.0,1.5088,1.5884,1.5088,1.5835,1.5835,153296.0,,,,,,,28.13,28.45,27.99,28.23,25.5732,268189.0,,,,,,,,,,,,,0.16,0.17,0.16,0.17,0.17,70000.0
2012-01-23,,,,,,,59.77,61.05,59.55,60.09,51.0647,756278.0,58.6262,59.3909,58.5752,58.9015,36.2448,288468.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3515,0.3528,0.34,0.34,1.7,11464.0,1.5735,1.5934,1.5735,1.5884,1.5884,169165.0,,,,,,,28.21,28.99,28.0,28.27,25.6094,349428.0,,,,,,,,,,,,,0.16,0.17,0.16,0.165,0.165,79524.0
2012-01-24,,,,,,,60.01,63.48,58.4,62.66,53.2487,1455064.0,58.4733,58.8872,57.8717,58.7995,36.1821,244518.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3395,0.3395,0.3218,0.3218,1.609,289.0,1.5735,1.6432,1.5735,1.6432,1.6432,98558.0,,,,,,,28.04,28.92,27.89,28.85,26.1348,336722.0,,,,,,,,,,,,,0.16,0.16,0.155,0.155,0.155,40000.0
2012-01-25,,,,,,,62.7,62.805,61.44,62.09,52.7643,895098.0,58.6262,59.4521,58.147,59.2787,36.477,295103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6731,1.7428,1.6332,1.7428,1.7428,547251.0,0.94,0.94,0.94,0.94,4.7,300.0,28.77,29.4,28.39,29.33,26.5696,387678.0,,,,,,,,,,,,,0.155,0.155,0.14,0.15,0.15,102700.0
2012-01-26,,,,,,,62.7,63.89,62.66,63.02,53.5547,919844.0,59.2482,59.7376,59.0137,59.1564,36.4017,527309.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3553,0.3553,0.3301,0.3397,1.6985,3130.0,,,,,,,,,,,,,29.47,29.47,28.8,29.01,26.2797,301733.0,,,,,,,,,,,,,0.15,0.155,0.15,0.155,0.155,67399.0
2012-01-27,,,,,,,63.07,64.0,62.9501,63.25,53.7501,728171.0,59.1768,60.023,59.1768,59.9313,36.8785,326050.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3339,0.3339,0.325,0.3297,1.6485,5270.0,1.8025,1.8723,1.7926,1.8573,1.8573,299898.0,0.93,0.93,0.93,0.93,4.65,3000.0,28.82,29.52,28.8,29.38,26.6149,353102.0,,,,,,,,,,,,,0.155,0.16,0.155,0.16,0.16,186000.0
2012-01-30,,,,,,,62.7,64.05,62.54,63.42,53.8946,661198.0,59.1156,59.1768,58.6874,59.034,36.3264,238515.0,,,,,,,21.0037,21.2513,20.5536,20.5761,5.296,5168010.0,,,,,,,,,,,,,0.3581,0.3581,0.3581,0.3581,1.7905,700.0,1.8673,1.8723,1.7926,1.8175,1.8175,202769.0,,,,,,,29.03,29.34,28.75,29.04,26.3069,426947.0,,,,,,,,,,,,,0.165,0.165,0.155,0.16,0.16,15500.0
2012-01-31,,,,,,,63.79,64.46,63.13,64.31,54.6509,835529.0,59.6152,59.9823,59.085,59.8905,36.8534,363643.0,,,,,,,20.5386,20.7937,20.3436,20.5986,5.3017,5742413.0,,,,,,,,,,,,,0.3558,0.357,0.34,0.35,1.75,5120.0,1.8324,1.942,1.8324,1.927,1.927,295921.0,,,,,,,29.26,29.58,28.6,28.98,26.2526,418895.0,,,,,,,,,,,,,0.16,0.16,0.15,0.16,0.16,86000.0
2012-02-01,,,,,,,65.16,66.6,65.0,66.4,56.427,930697.0,60.2779,61.0732,60.1658,61.0222,37.5498,534919.0,,,,,,,20.5011,20.6736,20.036,20.036,5.1569,5956432.0,,,,,,,,,,,,,0.3454,0.4266,0.3454,0.42,2.1,27194.0,1.9469,1.9619,1.8822,1.9171,1.9171,299945.0,0.92,0.92,0.92,0.92,4.6,10000.0,29.31,30.12,29.14,30.06,27.2309,465565.0,,,,,,,,,,,,,0.155,0.16,0.155,0.155,0.155,10800.0
2012-02-02,,,,,,,66.62,66.62,65.57,65.67,55.8066,684890.0,61.1752,61.736,61.0426,61.685,37.9576,415164.0,,,,,,,20.066,20.5461,19.7285,20.5386,5.2863,7264059.0,,,,,,,,,,,,,0.4206,0.4208,0.4,0.42,2.1,26440.0,1.9171,1.9619,1.9071,1.9619,1.9619,266989.0,,,,,,,30.19,30.42,29.75,30.14,27.3034,326722.0,,,,,,,,,,,,,0.16,0.175,0.16,0.17,0.17,202000.0
2012-02-03,,,,,,,66.81,67.76,66.51,66.99,56.9284,768863.0,61.9908,61.9908,61.063,61.2262,37.6753,559853.0,,,,,,,20.4411,21.3038,20.2611,21.2663,5.4736,10853580.0,,,,,,,,,,,,,0.4402,0.4726,0.4221,0.4682,2.341,13639.0,1.9469,1.9519,1.9121,1.9121,1.9121,38021.0,0.9,0.9,0.9,0.9,4.5,4000.0,30.76,30.98,30.53,30.73,27.8379,458039.0,,,,,,,,,,,,,0.16,0.165,0.16,0.165,0.165,33300.0
2012-02-06,,,,,,,66.44,67.55,66.0,67.5,57.3618,540469.0,61.8991,61.8991,60.0536,60.4615,37.2047,290081.0,,,,,,,21.2663,21.4538,20.8537,21.2738,5.4755,7979519.0,,,,,,,,,,,,,0.4558,0.46,0.4367,0.4466,2.233,10584.0,1.9121,1.9121,1.8424,1.8822,1.8822,238074.0,,,,,,,30.52,30.72,30.25,30.49,27.6205,356550.0,,,,,,,,,,,,,0.155,0.165,0.155,0.16,0.16,72000.0
2012-02-07,,,,,,,67.45,67.85,66.56,66.9,56.8519,769807.0,60.5328,60.5328,59.758,59.9415,36.8848,418632.0,,,,,,,21.1912,21.2137,20.7787,21.0637,5.4215,7405070.0,,,,,,,,,,,,,0.4419,0.4573,0.4373,0.44,2.2,7370.0,1.8474,1.8872,1.8324,1.8523,1.8523,296247.0,,,,,,,30.34,31.15,30.29,31.14,28.2093,541729.0,,,,,,,,,,,,,0.16,0.165,0.16,0.16,0.16,28900.0
2012-02-08,,,,,,,67.13,67.88,66.34,66.73,56.7074,356594.0,60.0434,60.8081,59.9313,60.4717,37.211,382759.0,,,,,,,21.1162,21.9864,21.0037,21.9264,5.6435,15238209.0,,,,,,,,,,,,,0.4676,0.4723,0.4514,0.4621,2.3105,1990.0,1.8573,1.8872,1.7776,1.8424,1.8424,293348.0,0.94,0.94,0.94,0.94,4.7,4000.0,31.06,32.01,30.84,31.85,28.8525,874878.0,,,,,,,,,,,,,0.165,0.17,0.165,0.165,0.165,62890.0
2012-02-09,,,,,,,66.92,68.51,65.66,66.51,56.5205,580534.0,59.2584,61.4403,59.2584,61.1854,37.6502,301724.0,,,,,,,22.0464,22.0464,21.5663,21.7613,5.601,12053611.0,,,,,,,,,,,,,0.456,0.4626,0.456,0.4576,2.288,4242.0,1.8424,1.8424,1.7926,1.8025,1.8025,38057.0,,,,,,,33.13,33.69,32.2,33.24,30.1116,1280713.0,,,,,,,,,,,,,0.175,0.19,0.17,0.19,0.19,245830.0
2012-02-10,,,,,,,65.46,66.0,64.58,65.23,55.4327,889221.0,60.2779,61.4811,59.1768,60.4717,37.211,252749.0,,,,,,,21.6038,22.0389,21.4988,21.7088,5.5875,7083009.0,,,,,,,,,,,,,0.4544,0.4544,0.3868,0.4191,2.0955,7020.0,1.8125,1.8922,1.8125,1.8922,1.8922,237980.0,0.895,0.895,0.895,0.895,4.475,5000.0,32.84,33.65,32.3025,33.41,30.2656,585371.0,,,,,,,,,,,,,0.18,0.18,0.175,0.18,0.18,114000.0
2012-02-13,,,,,,,65.81,66.54,65.64,66.14,56.206,509191.0,61.1242,61.3536,60.3595,60.4615,37.2047,364925.0,,,,,,,21.5288,22.1289,21.3938,22.0539,5.6763,8729593.0,,,,,,,,,,,,,0.4058,0.4058,0.375,0.3753,1.8765,8350.0,1.8922,1.9718,1.8424,1.9718,1.9718,161040.0,,,,,,,33.63,34.32,33.43,34.15,30.936,534302.0,,,,,,,,,,,,,0.19,0.21,0.175,0.175,0.175,778080.0
2012-02-14,,,,,,,65.77,66.01,64.46,65.25,55.4497,948079.0,58.8301,60.0638,58.8301,59.3603,36.5271,442273.0,,,,,,,22.0389,22.0389,21.6188,21.9639,5.6531,6150061.0,,,,,,,,,,,,,0.393,0.398,0.3601,0.3601,1.8005,3210.0,1.9718,2.0814,1.8723,1.8872,1.8872,308834.0,,,,,,,34.0,34.58,34.0,34.58,31.3255,539993.0,,,,,,,,,,,,,0.18,0.18,0.175,0.175,0.175,97500.0
2012-02-15,,,,,,,65.6,65.84,64.2,64.71,54.9908,1426443.0,59.4113,59.8803,59.2889,59.554,36.6464,421595.0,,,,,,,21.9564,22.4215,21.7013,22.2264,5.7207,9205248.0,,,,,,,,,,,,,0.3674,0.387,0.36,0.365,1.825,4760.0,1.8424,1.9071,1.7826,1.9021,1.9021,446641.0,0.86,0.86,0.85,0.85,4.25,5200.0,34.9,35.38,34.16,34.33,31.0991,605345.0,,,,,,,,,,,,,0.175,0.185,0.175,0.18,0.18,72000.0
2012-02-16,,,,,,,64.79,66.46,64.66,66.38,56.41,512855.0,59.4011,60.1964,59.2074,59.9313,36.8785,410352.0,,,,,,,22.1214,22.3239,21.6788,21.9264,5.6435,8319711.0,,,,,,,,,,,,,0.3572,0.3735,0.35,0.3564,1.782,6700.0,1.8324,1.8822,1.8324,1.8324,1.8324,73430.0,,,,,,,34.33,34.72,34.205,34.72,31.4524,386868.0,,,,,,,,,,,,,0.18,0.18,0.165,0.18,0.18,143780.0
2012-02-17,,,,,,,66.69,67.0,66.09,66.28,56.325,403989.0,60.3799,60.9917,60.3493,60.8489,37.4431,166162.0,,,,,,,22.3915,24.1168,22.3915,23.9292,6.159,36278773.0,,,,,,,,,,,,,0.3468,0.35,0.3468,0.35,1.75,1540.0,1.8424,1.8623,1.8125,1.8175,1.8175,118397.0,,,,,,,34.89,35.02,34.5,34.73,31.4614,216443.0,,,,,,,,,,,,,0.17,0.18,0.17,0.175,0.175,132480.0
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,23.5167,23.7417,23.2616,23.3291,6.0045,21645251.0,,,,,,,,,,,,,,,,,,,1.8324,1.8573,1.8175,1.8573,1.8573,39503.0,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.175,0.175,0.175,0.175,0.0
2012-02-21,,,,,,,66.52,66.62,65.29,65.77,55.8916,342458.0,61.012,61.3893,60.5838,60.645,37.3177,230312.0,,,,,,,22.924,23.4341,22.2939,23.2991,5.9968,15591496.0,,,,,,,,,,,,,0.3564,0.3819,0.35,0.35,1.75,9457.0,1.8723,1.8723,1.8125,1.8374,1.8374,149792.0,,,,,,,34.79,35.0,34.37,34.49,31.244,379051.0,,,,,,,,,,,,,0.175,0.18,0.175,0.175,0.175,204000.0
2012-02-22,,,,,,,65.99,66.61,65.29,66.19,56.2485,417456.0,60.8285,61.216,60.5532,60.8591,37.4494,348433.0,,,,,,,23.2016,23.8017,22.8865,23.6817,6.0953,14592160.0,,,,,,,,,,,,,0.343,0.3599,0.3165,0.3165,1.5825,7387.0,1.8125,1.8274,1.7826,1.8225,1.8225,77297.0,0.895,0.895,0.895,0.895,4.475,18700.0,34.63,34.83,34.18,34.18,30.9632,354119.0,,,,,,,,,,,,,0.175,0.175,0.17,0.17,0.17,64445.0
2012-02-23,,,,,,,66.08,66.84,65.86,66.58,56.58,414200.0,60.8387,61.165,60.023,60.7368,37.3741,248317.0,,,,,,,23.6667,24.0642,23.3366,23.5167,6.0528,12998154.0,,,,,,,,,,,,,0.3212,0.3559,0.3212,0.3304,1.652,5520.0,1.8125,1.8175,1.693,1.7428,1.7428,262538.0,,,,,,,34.18,34.51,33.77,34.1,30.8907,632217.0,,,,,,,,,,,,,0.17,0.17,0.165,0.165,0.165,6000.0
2012-02-24,,,,,,,66.54,67.05,66.03,66.14,56.206,442486.0,60.8591,61.2262,60.7368,60.8081,37.4181,162580.0,,,,,,,23.5167,23.8992,23.1341,23.7717,6.1184,12325967.0,,,,,,,,,,,,,0.3407,0.3407,0.3176,0.3252,1.626,4349.0,1.7428,1.8175,1.7129,1.8175,1.8175,284466.0,,,,,,,34.28,34.33,33.68,33.71,30.5374,410668.0,,,,,,,,,,,,,0.17,0.17,0.16,0.16,0.16,285324.0
2012-02-27,,,,,,,65.5,67.34,65.0376,66.89,56.8434,475684.0,60.4411,61.012,60.1556,60.9101,37.4808,214973.0,,,,,,,23.8317,24.4468,23.6442,23.8092,6.1281,17728917.0,,,,,,,,,,,,,0.33,0.33,0.3153,0.3153,1.5765,7360.0,1.8225,1.8623,1.8225,1.8424,1.8424,112267.0,,,,,,,33.41,34.29,32.96,33.75,30.5736,608626.0,,,,,,,,,,,,,0.16,0.16,0.16,0.16,0.16,56000.0
2012-02-28,,,,,,,66.88,67.54,66.34,66.73,56.7074,284573.0,60.7266,61.3689,60.7266,60.9407,37.4996,203040.0,,,,,,,23.4416,23.6892,22.939,23.3591,6.0122,10417239.0,,,,,,,,,,,,,0.3162,0.33,0.3162,0.33,1.65,3200.0,1.8175,1.8623,1.8175,1.8573,1.8573,311431.0,,,,,,,33.86,34.15,33.55,33.87,30.6824,560392.0,,,,,,,,,,,,,0.16,0.165,0.155,0.155,0.155,76000.0
2012-02-29,,,,,,,66.89,67.62,66.41,66.52,56.529,728064.0,60.7062,61.2007,59.6968,60.3391,37.1294,269831.0,,,,,,,23.4041,23.7042,23.1341,23.2016,5.9717,7583441.0,,,,,,,,,,,,,0.336,0.344,0.316,0.316,1.58,3369.0,1.8324,1.8573,1.8125,1.8424,1.8424,293501.0,,,,,,,34.05,34.83,33.5,33.58,30.4196,613314.0,,,,,,,,,,,,,0.165,0.175,0.16,0.165,0.165,273500.0
2012-03-01,,,,,,,66.95,68.26,66.67,67.7,57.5317,445168.0,60.4819,61.3077,60.4819,60.7979,37.4118,369951.0,,,,,,,23.0366,23.3891,22.9916,23.2541,5.9852,4523406.0,,,,,,,,,,,,,0.33,0.33,0.312,0.3196,1.598,3080.0,1.8025,1.8025,1.7328,1.7328,1.7328,135653.0,,,,,,,33.83,34.44,33.67,33.97,30.7729,650211.0,,,,,,,,,,,,,0.165,0.175,0.16,0.16,0.16,373525.0
2012-03-02,,,,,,,67.45,67.92,65.65,65.92,56.0191,652195.0,60.4513,61.1242,59.9823,60.0842,36.9726,319152.0,,,,,,,23.3666,23.9817,23.3291,23.8092,6.1281,9335859.0,,,,,,,,,,,,,,,,,,,1.7179,1.7328,1.6432,1.7179,1.7179,310199.0,0.935,0.935,0.935,0.935,4.675,5000.0,34.06,34.5,33.6507,33.92,30.7276,544120.0,,,,,,,,,,,,,0.165,0.165,0.165,0.165,0.165,37571.0
2012-03-05,,,,,,,65.24,65.26,61.78,62.4,53.0278,1143196.0,60.176,60.1964,58.7588,59.1462,36.3954,385051.0,,,,,,,23.9292,24.3343,23.7267,24.1168,6.2073,10546356.0,,,,,,,,,,,,,0.3221,0.3223,0.3,0.3,1.5,7840.0,1.6731,1.693,1.6083,1.683,1.683,141241.0,,,,,,,34.19,34.5,33.52,33.77,30.5918,454704.0,,,,,,,,,,,,,0.165,0.165,0.165,0.165,0.165,30500.0
2012-03-06,,,,,,,63.38,63.38,59.41,60.05,51.0307,1018898.0,57.9635,57.9635,57.1712,57.3925,35.3163,494349.0,,,,,,,24.4093,24.7469,23.7792,23.8167,6.13,11225043.0,,,,,,,,,,,,,0.3044,0.3197,0.286,0.286,1.43,12360.0,1.6432,1.6532,1.6133,1.6133,1.6133,129347.0,0.865,0.865,0.86,0.86,4.3,500.0,33.5,33.63,33.22,33.38,30.2385,588729.0,,,,,,,,,,,,,0.17,0.17,0.155,0.155,0.155,238470.0
2012-03-07,,,,,,,60.11,61.82,60.09,61.5,52.263,872944.0,57.9431,58.7792,57.2498,57.5353,35.4041,354035.0,,,,,,,23.2916,23.7417,23.0291,23.4041,6.0238,6701288.0,,,,,,,,,,,,,0.2844,0.3047,0.2844,0.3037,1.5185,3580.0,1.5088,1.6283,1.5038,1.6233,1.6233,273018.0,0.865,0.865,0.865,0.865,4.325,200.0,33.63,33.765,33.52,33.72,30.5465,262252.0,,,,,,,,,,,,,0.16,0.17,0.16,0.17,0.17,192796.0
2012-03-08,,,,,,,62.39,63.18,62.03,62.93,53.4782,426349.0,58.6364,59.3399,58.2694,59.1972,36.4268,404449.0,,,,,,,23.7492,24.4393,23.7042,24.1243,6.2092,12431978.0,,,,,,,,,,,,,0.2965,0.3027,0.2875,0.288,1.44,5640.0,1.6332,1.6432,1.6034,1.6083,1.6083,116977.0,,,,,,,34.06,34.51,33.53,34.34,31.1081,300496.0,,,,,,,,,,,,,0.17,0.17,0.16,0.16,0.16,75683.0
2012-03-09,,,,,,,62.94,63.6,62.57,63.05,53.5802,347250.0,59.136,59.3297,58.5956,58.7893,36.1758,127494.0,,,,,,,24.2368,24.4393,23.7792,24.1993,6.2285,11836416.0,,,,,,,,,,,,,0.2791,0.2935,0.2791,0.29,1.45,3335.0,1.5934,1.6233,1.5635,1.5934,1.5934,154719.0,,,,,,,34.3,35.24,34.3,34.64,31.3799,282820.0,,,,,,,,,,,,,0.16,0.165,0.155,0.16,0.16,271137.0
2012-03-12,,,,,,,62.99,63.045,62.3304,62.75,53.3252,344264.0,58.5548,58.7792,57.9635,58.1368,35.7743,192552.0,,,,,,,24.4318,24.4318,23.9142,24.1243,6.2092,8427100.0,,,,,,,,,,,,,0.2759,0.2871,0.2582,0.2745,1.3725,6932.0,1.6133,1.6382,1.5635,1.5635,1.5635,54835.0,0.8655,0.88,0.8655,0.88,4.4,5650.0,34.69,34.92,34.36,34.61,31.3527,365010.0,,,,,,,,,,,,,0.155,0.16,0.155,0.155,0.155,251050.0
2012-03-13,,,,,,,62.82,63.66,62.42,63.66,54.2715,794102.0,58.718,58.9321,58.1266,58.8199,36.1946,507592.0,,,,,,,24.1918,24.3418,23.8617,24.3268,6.2613,9258373.0,,,,,,,,,,,,,0.28,0.28,0.2686,0.2691,1.3455,2360.0,1.6034,1.7428,1.5884,1.7079,1.7079,133769.0,,,,,,,34.9,35.4999,34.74,35.34,32.014,300680.0,,,,,,,,,,,,,0.16,0.16,0.15,0.15,0.15,212000.0
2012-03-14,,,,,,,63.65,64.0,63.37,63.91,54.4846,550126.0,58.4529,58.7282,57.9329,58.0349,35.7115,405444.0,,,,,,,24.4618,24.9194,22.519,22.714,5.8462,18036926.0,,,,,,,,,,,,,0.2828,0.2832,0.2655,0.2657,1.3285,16304.0,1.7179,1.7627,1.7179,1.7627,1.7627,106571.0,,,,,,,35.22,35.5,35.02,35.11,31.8057,272404.0,,,,,,,,,,,,,0.155,0.155,0.145,0.145,0.145,188100.0
2012-03-15,,,,,,,64.0,64.67,63.84,64.6,55.0729,671694.0,58.5446,59.0188,58.2694,58.7282,36.1382,535660.0,,,,,,,22.579,22.804,21.6938,22.0539,5.6763,12125479.0,,,,,,,,,,,,,0.2767,0.2767,0.2638,0.2638,1.319,680.0,1.7876,1.7876,1.6532,1.7428,1.7428,190439.0,,,,,,,35.19,35.77,35.01,35.69,32.3311,274025.0,,,,,,,,,,,,,0.15,0.155,0.14,0.155,0.155,51800.0
2012-03-16,,,,,,,64.79,64.99,64.03,64.37,54.8768,650069.0,59.1564,60.3391,58.9933,60.227,37.0604,337493.0,,,,,,,22.1964,23.1566,22.0239,23.0291,5.9273,10808879.0,,,,,,,,,,,,,0.2726,0.2773,0.2622,0.2773,1.3865,5260.0,1.7328,1.7926,1.7129,1.7577,1.7577,84187.0,0.91,0.91,0.9,0.9,4.5,1300.0,35.74,35.99,35.37,35.4,32.0684,397356.0,,,,,,,,,,,,,0.155,0.155,0.14,0.145,0.145,261860.0
2012-03-19,,,,,,,64.18,64.95,63.54,64.38,54.8853,359803.0,60.5328,61.0732,59.8293,60.3187,37.1169,312230.0,,,,,,,22.9616,23.7792,22.5865,23.4791,6.0431,10710137.0,,,,,,,,,,,,,0.2775,0.2812,0.2775,0.2787,1.3935,3200.0,1.8324,1.9221,1.8324,1.8523,1.8523,335004.0,0.97,0.97,0.97,0.97,4.85,8000.0,35.37,36.15,35.37,35.85,32.476,235912.0,,,,,,,,,,,,,0.14,0.155,0.14,0.155,0.155,241000.0
