DATE1,V2Tone,FinalThemes,DATE2,Li2CO3 56.5%,Li2CO3 99%,Li2CO3 99.5%,LiOH 56.5%,Lithium Mineral 99%
2018/3/23,0.096742986,"ARMEDCONFLICT,ECON_TRADE_DISPUTE,TAX_ETHNICITY,SANCTIONS,FUELPRICES,NEGOTIATIONS,DELAY,ECON_INTEREST_RATES,ECON_STOCKMARKET,LEGISLATION,ENV_NATURALGAS,ENV_COAL,ENV_MINING,GENERAL_GOVERNMENT,NATURAL_DISASTER,SLFID_NATURAL_RESOURCES,ECON_DEBT",2022/12/16,0,-0.002702703,-0.002702703,0,0
2018/3/23,2.015915119,"ECON_STOCKMARKET,GENERAL_GOVERNMENT,TAX_ETHNICITY,ENV_GEOTHERMAL,ECON_ENTREPRENEURSHIP,ENV_GREEN,NEGOTIATIONS,ECON_TAXATION",2022/12/19,0,-0.005434783,-0.005434783,0,0
2018/3/23,2.067464635,"ECON_STOCKMARKET,GENERAL_GOVERNMENT,TAX_ETHNICITY,ENV_GEOTHERMAL,ECON_ENTREPRENEURSHIP,ENV_GREEN,NEGOTIATIONS,ECON_TAXATION",2022/12/20,0,-0.001814882,-0.001814882,0,0
2018/3/23,-1.507882111,"ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,BAN,ENV_OIL",2022/12/21,0,-0.001818182,-0.001818182,0,0
2018/3/26,0.339270568,"MANMADE_DISASTER_IMPLIED,ENV_GREEN,ENV_CLIMATECHANGE,ALLIANCE,ENV_MINING,SLFID_MINERAL_RESOURCES,TAX_ETHNICITY,NEGOTIATIONS,KILL,ECON_DEBT",2022/12/22,0,-0.001821494,-0.001821494,0,0
2018/3/26,2.055921053,"ECON_STOCKMARKET,TAX_ETHNICITY,LEGISLATION,GENERAL_GOVERNMENT",2022/12/23,0,-0.005494505,-0.005494505,0,0
2018/3/26,0.345721694,"MANMADE_DISASTER_IMPLIED,TAX_ETHNICITY",2022/12/26,-0.009140768,-0.028248588,-0.028248588,-0.009140768,0
2018/3/28,0.561167228,"SCIENCE,EDUCATION,MARITIME_INCIDENT,MARITIME,MANMADE_DISASTER_IMPLIED,TAX_ETHNICITY,ARREST,SOC_GENERALCRIME",2022/12/27,-0.003669725,-0.011428571,-0.011428571,-0.003669725,0
2018/3/28,-0.281690141,SHORTAGE,2022/12/28,-0.00275989,-0.005747126,-0.005747126,-0.00275989,0
2018/3/28,0,MANMADE_DISASTER_IMPLIED,2022/12/29,-0.007414272,-0.010648596,-0.010648596,-0.007414272,-0.00170068
2018/3/29,-0.06863418,"SHORTAGE,MANMADE_DISASTER_IMPLIED,ALLIANCE,ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,EDUCATION",2022/12/30,-0.011246485,-0.008789063,-0.008789063,-0.011246485,-0.001703578
2018/3/29,-4.046242775,"SHORTAGE,GENERAL_GOVERNMENT",2023/1/3,-0.006603774,-0.003921569,-0.003921569,-0.006603774,-0.001706485
2018/3/31,0.814332248,MANMADE_DISASTER_IMPLIED,2023/1/4,-0.011450382,-0.008902077,-0.008902077,-0.011450382,-0.001709402
2018/4/2,-0.203942896,"ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_OIL,ENV_MINING,ECON_TAXATION,GENERAL_GOVERNMENT,TAX_ETHNICITY,LEGISLATION",2023/1/5,-0.005758157,-0.006972112,-0.006972112,-0.005758157,0
2018/4/2,-0.236486486,"ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_OIL,ENV_MINING,ECON_TAXATION,GENERAL_GOVERNMENT,TAX_ETHNICITY,LEGISLATION",2023/1/6,-0.018572825,-0.000997009,-0.000997009,-0.018572825,0
2018/4/3,1.709401709,"TAX_ETHNICITY,LEGISLATION,GENERAL_GOVERNMENT,MANMADE_DISASTER_IMPLIED,ENV_MINING,ECON_CURRENCY_EXCHANGE_RATE,KILL",2023/1/9,-0.016898608,-0.021384929,-0.021384929,-0.016898608,0
2018/4/3,4.316546763,"ECON_STOCKMARKET,LEGISLATION",2023/1/10,-0.009027081,-0.010288066,-0.010288066,-0.009027081,-0.001712329
2018/4/3,0.203252033,"MANMADE_DISASTER_IMPLIED,ECON_STOCKMARKET,ENV_MINING",2023/1/11,-0.007070707,-0.002061856,-0.002061856,-0.007070707,0
2018/4/3,0.230490616,MANMADE_DISASTER_IMPLIED,2023/1/12,-0.00814664,-0.003102378,-0.003102378,-0.00814664,0
2018/4/3,0.489236791,"ARMEDCONFLICT,ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_OIL,ENV_MINING,ECON_TAXATION,GENERAL_GOVERNMENT,FUELPRICES,TAX_ETHNICITY,LEGISLATION",2023/1/13,-0.003064351,0,0,-0.003064351,0
2018/4/3,2.17509516,"ECON_STOCKMARKET,SCIENCE,TAX_ETHNICITY,ENV_GREEN,NEGOTIATIONS,ECON_TAXATION",2023/1/16,0,-0.014690451,-0.014690451,0,0
2018/4/3,-1.709943002,"MANMADE_DISASTER_IMPLIED,TAX_DISEASE,GENERAL_HEALTH,SCIENCE,TAX_ETHNICITY,ENV_MINING,SHORTAGE,EDUCATION,KILL,BAN,MANMADE_DISASTER,MEDICAL,PUBLIC_TRANSPORT,GEN_HOLIDAY,ECON_STOCKMARKET,MARITIME_INCIDENT,MARITIME,SLFID_MINERAL_RESOURCES",2023/1/17,-0.001022495,-0.003157895,-0.003157895,-0.001022495,0
2018/4/5,0.706963591,"ENV_OIL,ENV_GREEN,ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SLFID_MINERAL_RESOURCES,ECON_TAXATION,LEGISLATION",2023/1/18,0,0,0,0,0
2018/4/5,0.759878419,"ENV_MINING,TAX_ETHNICITY,BORDER,GENERAL_GOVERNMENT",2023/1/19,0,0,0,0,0
2018/4/5,0.231252065,"ENV_OIL,ENV_GREEN,ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SLFID_MINERAL_RESOURCES,ECON_TAXATION,LEGISLATION",2023/1/20,0,0,0,0,0
2018/4/5,0.196528005,"ENV_OIL,ENV_GREEN,ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SLFID_MINERAL_RESOURCES,ECON_TAXATION,LEGISLATION",2023/1/30,-0.008247423,-0.007423118,-0.007423118,-0.008247423,-0.000856898
2018/4/5,0.23403544,"ENV_OIL,ENV_GREEN,ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SLFID_MINERAL_RESOURCES,ECON_TAXATION,LEGISLATION",2023/1/31,-0.004140787,-0.00533049,-0.00533049,-0.004140787,-0.000857633
2018/4/5,-0.367478181,"TAX_ETHNICITY,PROTEST,SLFID_MINERAL_RESOURCES,ECON_STOCKMARKET,LEGISLATION",2023/2/1,-0.003115265,-0.003208556,-0.003208556,-0.003115265,-0.000858369
2018/4/5,0.233333333,"ENV_OIL,ENV_GREEN,ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SLFID_MINERAL_RESOURCES,ECON_TAXATION,LEGISLATION",2023/2/2,-0.003125,-0.003218884,-0.003218884,-0.003125,-0.00171969
2018/4/5,0,LEGISLATION,2023/2/3,-0.005235602,-0.004310345,-0.004310345,-0.005235602,-0.002586207
2018/4/5,-0.878378378,MANMADE_DISASTER_IMPLIED,2023/2/6,-0.005263158,-0.002159827,-0.002159827,-0.005263158,-0.002592913
2018/4/5,0.675053697,MANMADE_DISASTER_IMPLIED,2023/2/7,-0.010638298,-0.005428882,-0.005428882,-0.010638298,-0.001731602
2018/4/5,0.833333333,"TAX_ETHNICITY,GENERAL_GOVERNMENT,TRIAL,ENV_MINING,ECON_FOREIGNINVEST",2023/2/8,-0.001064963,-0.00436205,-0.00436205,-0.001064963,-0.000866551
2018/4/6,-0.53285968,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/9,-0.002134472,-0.002185792,-0.002185792,-0.002134472,-0.006980803
2018/4/6,-0.574712644,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/10,-0.002139037,-0.004390779,-0.004390779,-0.002139037,-0.001748252
2018/4/6,-0.589390963,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/13,-0.002143623,-0.00220022,-0.00220022,-0.002143623,-0.001751313
2018/4/6,-0.393700787,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/14,-0.008648649,-0.01,-0.01,-0.008648649,-0.001754386
2018/4/6,-1.265822785,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT,SCIENCE",2023/2/15,-0.005434783,-0.006711409,-0.006711409,-0.005434783,-0.001757469
2018/4/6,-0.393700787,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/16,-0.006564551,-0.00789177,-0.00789177,-0.006564551,-0.003527337
2018/4/6,-0.69637883,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT,BAN,DELAY,EDUCATION,ECON_STOCKMARKET",2023/2/17,-0.011061947,-0.02900232,-0.02900232,-0.011061947,-0.005319149
2018/4/6,-0.34965035,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/20,-0.004444444,-0.020118343,-0.020118343,-0.004444444,-0.001776199
2018/4/6,-0.570342205,"TAX_ETHNICITY,ENV_MINING,NEGOTIATIONS,ECON_DEBT",2023/2/21,-0.005586592,-0.011976048,-0.011976048,-0.005586592,-0.001779359
2018/4/9,-2.372881356,TAX_ETHNICITY,2023/2/22,-0.005617978,-0.018292683,-0.018292683,-0.005617978,-0.001782531
2018/4/9,-2.554744526,TAX_ETHNICITY,2023/2/23,-0.011363636,-0.025,-0.025,-0.011363636,-0.001785714
2018/4/9,-2.442748092,TAX_ETHNICITY,2023/2/24,0,-0.000625391,-0.000625391,0,-0.001788909
2018/4/9,-3.328290469,"TAX_ETHNICITY,BAN",2023/2/27,-0.01734104,-0.018471338,-0.018471338,-0.01734104,-0.005395683
2018/4/9,-2.474226804,TAX_ETHNICITY,2023/2/28,-0.003480278,-0.005121639,-0.005121639,-0.003480278,-0.007246377
2018/4/10,0.1,"ECON_STOCKMARKET,ECON_TAXATION,MANMADE_DISASTER_IMPLIED,ENV_OIL,TAX_ETHNICITY,ENV_MINING,GENERAL_GOVERNMENT,SCIENCE,LEGISLATION",2023/3/1,-0.010550996,-0.026281209,-0.026281209,-0.010550996,-0.009140768
2018/4/10,0.067544748,"ECON_STOCKMARKET,ECON_TAXATION,MANMADE_DISASTER_IMPLIED,ENV_OIL,TAX_ETHNICITY,ENV_MINING,GENERAL_GOVERNMENT,SCIENCE,LEGISLATION",2023/3/2,-0.003529412,-0.017379679,-0.017379679,-0.003529412,-0.007366483
2018/4/10,0.131708923,"ECON_STOCKMARKET,ECON_TAXATION,MANMADE_DISASTER_IMPLIED,ENV_OIL,TAX_ETHNICITY,ENV_MINING,GENERAL_GOVERNMENT,SCIENCE,LEGISLATION",2023/3/3,-0.00591716,-0.010810811,-0.010810811,-0.00591716,-0.005555556
2018/4/11,3.384615385,SCIENCE,2023/3/6,-0.005952381,-0.006802721,-0.006802721,-0.005952381,-0.003717472
2018/4/11,2.854230377,SCIENCE,2023/3/7,-0.010830325,-0.004098361,-0.004098361,-0.010830325,-0.01509434
2018/4/11,0.480769231,"ECON_STOCKMARKET,ENV_MINING,MARITIME,GENERAL_HEALTH,MEDICAL",2023/3/8,-0.006053269,-0.012448133,-0.012448133,-0.006053269,-0.019230769
2018/4/11,1.156069364,"ENV_SOLAR,ALLIANCE,ENV_OIL,TAX_ETHNICITY,GENERAL_GOVERNMENT,ENV_MINING,ECON_STOCKMARKET,ECON_TAXATION",2023/3/9,-0.011015912,-0.043290043,-0.043290043,-0.011015912,-0.019607843
2018/4/12,1.005586592,"TAX_ETHNICITY,ENV_OIL,ENV_SOLAR,ALLIANCE,ECON_STOCKMARKET",2023/3/10,-0.006157635,-0.014641288,-0.014641288,-0.006157635,-0.02
2018/4/13,0.431034483,"ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SCIENCE,BORDER,EDUCATION,ENV_CLIMATECHANGE,LEGISLATION",2023/3/13,-0.006195787,-0.013353116,-0.013353116,-0.006195787,-0.020408163
2018/4/13,0.401203611,"ENV_MINING,TAX_ETHNICITY,GENERAL_GOVERNMENT,SCIENCE,BORDER,EDUCATION,ENV_CLIMATECHANGE,LEGISLATION",2023/3/14,-0.00498132,-0.016591252,-0.016591252,-0.00498132,-0.020833333
2018/4/13,0.546448087,"ECON_STOCKMARKET,RETIREMENT,IMPEACHMENT,ELECTION,ENV_MINING,TAX_ETHNICITY",2023/3/15,-0.00879397,-0.016871166,-0.016871166,-0.00879397,-0.021276596
2018/4/13,0.480769231,"ECON_STOCKMARKET,RETIREMENT,IMPEACHMENT,ELECTION,ENV_MINING",2023/3/16,-0.00887199,-0.017160686,-0.017160686,-0.00887199,0
2018/4/16,-0.214592275,"DEMOCRACY,GENERAL_GOVERNMENT,TAX_ETHNICITY,ECON_STOCKMARKET,TRIAL",2023/3/17,-0.010243278,-0.023961661,-0.023961661,-0.010243278,0
2018/4/16,-0.374765771,"ENV_BIOFUEL,SCIENCE,GENERAL_HEALTH,ENV_FORESTRY,ECON_STOCKMARKET,TAX_ETHNICITY,TAX_DISEASE,SHORTAGE",2023/3/20,-0.010349288,-0.03814262,-0.03814262,-0.010349288,0
2018/4/16,1.397205589,"ECON_STOCKMARKET,SCIENCE,EDUCATION",2023/3/21,-0.011780105,-0.022033898,-0.022033898,-0.011780105,-0.011840689
2018/4/17,0.489895897,"MANMADE_DISASTER_IMPLIED,ECON_STOCKMARKET,ENV_MINING,TAX_DISEASE,NATURAL_DISASTER,KILL,TAX_ETHNICITY,BORDER,SLFID_ECONOMIC_DEVELOPMENT",2023/3/22,-0.014608234,-0.024305556,-0.024305556,-0.014608234,-0.001077586
2018/4/17,0.483091787,"MANMADE_DISASTER_IMPLIED,ECON_STOCKMARKET,ENV_MINING,TAX_DISEASE,NATURAL_DISASTER,KILL,TAX_ETHNICITY,BORDER,SLFID_ECONOMIC_DEVELOPMENT",2023/3/23,-0.016194332,-0.034111311,-0.034111311,-0.016194332,-0.001078749
2018/4/17,0.482936252,"MANMADE_DISASTER_IMPLIED,ECON_STOCKMARKET,ENV_MINING,TAX_DISEASE,NATURAL_DISASTER,KILL,TAX_ETHNICITY,BORDER,SLFID_ECONOMIC_DEVELOPMENT",2023/3/24,-0.005427408,-0.012727273,-0.012727273,-0.005427408,-0.001079914
2018/4/17,0.483247423,"MANMADE_DISASTER_IMPLIED,ECON_STOCKMARKET,ENV_MINING,TAX_DISEASE,NATURAL_DISASTER,KILL,TAX_ETHNICITY,BORDER,SLFID_ECONOMIC_DEVELOPMENT",2023/3/27,-0.015151515,-0.018518519,-0.018518519,-0.015151515,0
2018/4/18,-2.395209581,"ENV_MINING,TAX_ETHNICITY",2023/3/28,-0.015384615,-0.02661597,-0.02661597,-0.015384615,-0.002164502
2018/4/18,-0.229533282,"MANMADE_DISASTER_IMPLIED,ECON_STOCKMARKET,TAX_ETHNICITY,DELAY,ECON_IPO,GENERAL_HEALTH",2023/3/29,-0.019971469,-0.023346304,-0.023346304,-0.019971469,-0.002169197
2018/4/18,0.470957614,URBAN,2023/3/30,-0.024853801,-0.028,-0.028,-0.024853801,-0.002173913
2018/4/19,2.090592334,"ECON_STOCKMARKET,TAX_DISEASE,ECON_DEBT,ENV_MINING,SCIENCE,AGRICULTURE,TAX_ETHNICITY,NEGOTIATIONS,ECON_TAXATION",2023/3/31,-0.028571429,-0.050420168,-0.050420168,-0.028571429,-0.002178649
2018/4/19,-2.009377093,"TAX_FOODSTAPLES,ECON_STOCKMARKET,TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_MINING,SLFID_MINERAL_RESOURCES,STRIKE,DELAY,ECON_CURRENCY_EXCHANGE_RATE,GENERAL_GOVERNMENT",2023/4/3,-0.029411765,-0.055432373,-0.055432373,-0.029411765,-0.002183406
2018/4/19,-2.07416719,"TAX_FOODSTAPLES,ECON_STOCKMARKET,TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_MINING,SLFID_MINERAL_RESOURCES,STRIKE,DELAY,ECON_CURRENCY_EXCHANGE_RATE,GENERAL_GOVERNMENT",2023/4/4,-0.041935484,-0.029680365,-0.029680365,-0.041935484,-0.002188184
2018/4/19,0,"TAX_ETHNICITY,ENV_MINING",2023/4/6,-0.006493506,-0.018604651,-0.018604651,-0.006493506,-0.008830022
2018/4/19,0,"TAX_ETHNICITY,ENV_MINING",2023/4/7,-0.021558872,-0.023809524,-0.023809524,-0.021558872,-0.013422819
2018/4/19,-0.507614213,"ENV_OIL,ENV_MINING,TAX_ETHNICITY",2023/4/10,-0.034305317,-0.014492754,-0.014492754,-0.034305317,-0.015909091
2018/4/19,2.680965147,"TAX_ETHNICITY,SCIENCE,EDUCATION,ENV_GREEN,MEDIA_CENSORSHIP,ENV_SOLAR,GENERAL_HEALTH,MEDICAL,TAX_FOODSTAPLES",2023/4/11,-0.037366548,-0.035,-0.035,-0.037366548,-0.013824885
2018/4/19,-2.605363985,"TAX_FOODSTAPLES,TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_MINING,SLFID_MINERAL_RESOURCES,STRIKE,DELAY,ECON_CURRENCY_EXCHANGE_RATE,GENERAL_GOVERNMENT",2023/4/12,-0.036900369,-0.01010101,-0.01010101,-0.036900369,-0.014018692
2018/4/19,-2.372127502,"TAX_FOODSTAPLES,TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_MINING,SLFID_MINERAL_RESOURCES,STRIKE,DELAY,ECON_CURRENCY_EXCHANGE_RATE,GENERAL_GOVERNMENT",2023/4/13,-0.034351145,-0.012787724,-0.012787724,-0.034351145,-0.019047619
2018/4/19,-2.31884058,"TAX_FOODSTAPLES,ECON_STOCKMARKET,TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_MINING,SLFID_MINERAL_RESOURCES,STRIKE,DELAY,ECON_CURRENCY_EXCHANGE_RATE,GENERAL_GOVERNMENT",2023/4/14,-0.043824701,-0.012953368,-0.012953368,-0.043824701,-0.024390244
2018/4/20,0.884955752,"TAX_ETHNICITY,GENERAL_GOVERNMENT",2023/4/17,-0.045833333,-0.032085561,-0.032085561,-0.045833333,-0.025
2018/4/20,-0.501756147,"BLOCKADE,SEIGE,TAX_ETHNICITY,EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE",2023/4/18,-0.043478261,-0.005376344,-0.005376344,-0.043478261,-0.025641026
2018/4/20,-0.4,"EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TAX_ETHNICITY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE",2023/4/19,-0.040723982,-0.033333333,-0.033333333,-0.040723982,-0.026315789
2018/4/20,-0.439667807,"BLOCKADE,SEIGE,TAX_ETHNICITY,EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE",2023/4/20,-0.03271028,-0.008403361,-0.008403361,-0.03271028,-0.027027027
2018/4/20,-0.502008032,"BLOCKADE,SEIGE,TAX_ETHNICITY,EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE",2023/4/21,-0.043902439,0,0,-0.043902439,-0.027777778
2018/4/20,-0.340466926,"EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TAX_ETHNICITY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE",2023/4/24,-0.025,0,0,-0.025,-0.028571429
2018/4/20,0.764609503,"BLOCKADE,SEIGE,TAX_ETHNICITY,EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE,LEGISLATION",2023/4/25,-0.049868766,-0.011331445,-0.011331445,-0.049868766,-0.014492754
2018/4/20,-0.414364641,"BLOCKADE,SEIGE,TAX_ETHNICITY,EXTREMISM,ECON_STOCKMARKET,GENERAL_GOVERNMENT,RATIFY,TRIAL,ECON_HOUSING_PRICES,ENV_MINING,SCIENCE",2023/4/26,-0.016,0.01396648,0.01396648,-0.016,-0.014705882
2018/4/20,1.795212766,"ECON_STOCKMARKET,SLFID_NATURAL_RESOURCES",2023/4/27,0,0,0,0,-0.03030303
2018/4/23,0,"DRUG_TRADE,WMD,ENV_MINING,TAX_ETHNICITY,SCIENCE",2023/4/28,0,0,0,0,-0.03125
2018/4/23,0.659340659,"ENV_MINING,ECON_STOCKMARKET,ECON_IPO",2023/5/4,0,0.002785515,0.002785515,0,-0.015873016
2018/4/23,-0.654664484,"TAX_ETHNICITY,ECON_STOCKMARKET,SLFID_MINERAL_RESOURCES,ENV_MINING",2023/5/5,0,0.005540166,0.005540166,0,-0.016129032
2018/4/23,1.41955836,"ECON_STOCKMARKET,TAX_ETHNICITY",2023/5/8,0.013157895,0.05,0.05,0.013157895,0
2018/4/23,0.182398541,TAX_ETHNICITY,2023/5/9,0.010416667,0.028132992,0.028132992,0.010416667,0
2018/4/24,0.985221675,"ENV_SOLAR,TERROR,ARMEDCONFLICT",2023/5/10,0.015384615,0.06235012,0.06235012,0.015384615,0
2018/4/25,1.036866359,TAX_ETHNICITY,2023/5/11,0.064748201,0.073333333,0.073333333,0.064748201,0
2018/4/25,0,"TAX_ETHNICITY,KILL,MANMADE_DISASTER_IMPLIED,ENV_MINING,LEGISLATION,ECON_CURRENCY_EXCHANGE_RATE,SLFID_MINERAL_RESOURCES,GENERAL_GOVERNMENT,DELAY,ECON_STOCKMARKET",2023/5/12,0.083516484,0.070247934,0.070247934,0.083516484,0
2018/4/25,2.943189596,MANMADE_DISASTER_IMPLIED,2023/5/15,0.059917355,0.062015504,0.062015504,0.059917355,0
2018/4/25,2.144249513,"TAX_ETHNICITY,ECON_STOCKMARKET",2023/5/16,0.026156942,0.026415094,0.026415094,0.026156942,0.012738854
2018/4/25,1.301921885,TAX_ETHNICITY,2023/5/17,0.03307393,0.032846715,0.032846715,0.03307393,0
2018/4/25,0.907029478,TAX_ETHNICITY,2023/5/18,0.056880734,0.055172414,0.055172414,0.056880734,0
2018/4/25,2.626811594,MANMADE_DISASTER_IMPLIED,2023/5/19,0.014466546,0.006849315,0.006849315,0.014466546,0
2018/4/25,1.08577633,TAX_ETHNICITY,2023/5/22,0,,0,,0
2018/4/26,0.88544549,TAX_ETHNICITY,,,,,,
2018/4/26,-0.998751561,"TAX_ETHNICITY,ENV_MINING,GENERAL_GOVERNMENT,DRUG_TRADE,SLFID_DICTATORSHIP,ALLIANCE",,,,,,
2018/4/26,-0.595238095,"TAX_ETHNICITY,ENV_MINING,GENERAL_GOVERNMENT,DRUG_TRADE,SLFID_DICTATORSHIP,ALLIANCE",,,,,,
2018/4/26,0.359527478,TAX_ETHNICITY,,,,,,
2018/4/26,-1.013941698,"TAX_ETHNICITY,ENV_MINING,GENERAL_GOVERNMENT,DRUG_TRADE,SLFID_DICTATORSHIP,ALLIANCE,TRIAL",,,,,,
2018/4/26,3.770739065,"ALLIANCE,ENV_GREEN,SCIENCE",,,,,,
2018/4/27,0.949367089,"TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_GEOTHERMAL,NEGOTIATIONS,ENV_MINING,ENV_OIL,MEDICAL,GENERAL_HEALTH,WATER_SECURITY,SLFID_MINERAL_RESOURCES,PROTEST,LEGISLATION",,,,,,
2018/4/27,0.911854103,"TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,ENV_GEOTHERMAL,NEGOTIATIONS,ENV_MINING,ENV_OIL,MEDICAL,GENERAL_HEALTH,WATER_SECURITY,SLFID_MINERAL_RESOURCES,PROTEST,LEGISLATION",,,,,,
2018/4/27,1.871921182,"ECON_STOCKMARKET,SCIENCE,TAX_ETHNICITY,ENV_OIL,ENV_GEOTHERMAL,SLFID_ECONOMIC_DEVELOPMENT,ENV_MINING,NEGOTIATIONS,ECON_TAXATION",,,,,,
2018/4/27,1.797862002,"SCIENCE,TAX_ETHNICITY,ENV_OIL,ENV_GEOTHERMAL,SLFID_ECONOMIC_DEVELOPMENT,ENV_MINING,ECON_STOCKMARKET,NEGOTIATIONS,ECON_TAXATION",,,,,,
2018/4/27,1.777137368,"ECON_STOCKMARKET,SCIENCE,TAX_ETHNICITY,ENV_OIL,ENV_GEOTHERMAL,SLFID_ECONOMIC_DEVELOPMENT,ENV_MINING,NEGOTIATIONS,ECON_TAXATION",,,,,,
2018/4/27,0.227531286,"ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,ENV_SOLAR,TAX_ETHNICITY,GENERAL_GOVERNMENT,ECON_IPO,TRIAL,TRANSPARENCY,SLFID_MINERAL_RESOURCES,KILL,ECON_DEBT,ALLIANCE,ENV_MINING,NEGOTIATIONS",,,,,,
2018/4/27,2.714285714,ALLIANCE,,,,,,
2018/4/29,1,TAX_ETHNICITY,,,,,,
2018/4/29,-2.02757502,"SCIENCE,TAX_ETHNICITY,POPULATION_DENSITY,FOOD_SECURITY,TAX_DISEASE,NATURAL_DISASTER,ENV_CLIMATECHANGE,BAN,MANMADE_DISASTER_IMPLIED,ENV_MINING,ECON_STOCKMARKET,GENERAL_GOVERNMENT,ELECTION,LEGISLATION,ECON_SUBSIDIES,GENERAL_HEALTH,PUBLIC_TRANSPORT",,,,,,
2018/4/30,1.257861635,TAX_ETHNICITY,,,,,,
2018/4/30,1.280120482,"ENV_MINING,ECON_STOCKMARKET,MOVEMENT_GENERAL,GENERAL_GOVERNMENT,SLFID_MINERAL_RESOURCES,ECON_TAXATION",,,,,,
2018/4/30,0.747065101,"EDUCATION,SCIENCE,TAX_DISEASE,ECON_ENTREPRENEURSHIP,EXTREMISM",,,,,,
2018/4/30,0.527704485,"URBAN,SCIENCE,ENV_SOLAR,ECON_DEBT",,,,,,
2018/4/30,1.191421763,"TAX_ETHNICITY,TAX_DISEASE,ENV_MINING",,,,,,
2018/4/30,1.392342118,"TAX_ETHNICITY,ENV_SOLAR,ENV_MINING,ECON_ENTREPRENEURSHIP,ECON_INTEREST_RATES,ECON_STOCKMARKET,NEGOTIATIONS,ECON_TAXATION",,,,,,
2018/4/30,1.348865727,TAX_ETHNICITY,,,,,,
2018/4/30,-0.905068383,"SCIENCE,TAX_ETHNICITY,POPULATION_DENSITY,FOOD_SECURITY,TAX_DISEASE,NATURAL_DISASTER,ENV_CLIMATECHANGE,BAN,MANMADE_DISASTER_IMPLIED,ENV_MINING,ECON_STOCKMARKET,GENERAL_GOVERNMENT,ELECTION,LEGISLATION,ECON_SUBSIDIES,GENERAL_HEALTH,PUBLIC_TRANSPORT,MEDICAL,ARMEDCONFLICT,ECON_TRADE_DISPUTE",,,,,,
2018/5/1,-0.67961165,ECON_STOCKMARKET,,,,,,
2018/5/1,-0.661000944,ECON_STOCKMARKET,,,,,,
2018/5/1,-0.735294118,ECON_STOCKMARKET,,,,,,
