Date,Open,High,Low,Close,Change %,Volume
2019-04-25,0.0,0.0,0.0,0.0,,
2019-04-26,0.0,0.0,0.0,0.0,,
2019-04-29,0.0,0.0,0.0,0.0,,
2019-04-30,0.0,0.0,0.0,0.0,,
2019-05-06,0.0,0.0,0.0,0.0,,
2019-05-07,0.0,0.0,0.0,0.0,,
2019-05-08,0.0,0.0,0.0,0.0,,
2019-05-09,0.0,0.0,0.0,0.0,,
2019-05-10,0.0,0.0,0.0,0.0,,
2019-05-13,0.0,0.0,0.0,0.0,,
2019-05-14,0.0,0.0,0.0,0.0,,
2019-05-15,0.0,0.0,0.0,0.0,,
2019-05-16,0.0,0.0,0.0,0.0,,
2019-05-17,0.0,0.0,0.0,0.0,,
2019-05-20,0.0,0.0,0.0,0.0,,
2019-05-21,0.0,0.0,0.0,0.0,,
2019-05-22,0.0,0.0,0.0,0.0,,
2019-05-23,0.0,0.0,0.0,0.0,,
2019-05-24,0.0,0.0,0.0,0.0,,
2019-05-27,0.006535947712418277,0.0064102564102563875,0.006666666666666599,0.006535947712418277,inf,
2019-05-28,0.0,0.0,0.0,0.0,-1.0,
2019-05-29,0.0,0.0,0.0,0.0,,
2019-05-30,0.0,0.0,0.0,0.0,,
2019-05-31,0.0,0.0,0.0,0.0,,
2019-06-03,0.0,0.0,0.0,0.0,,
2019-06-04,0.0,0.0,0.0,0.0,,
2019-06-05,0.0,0.0,0.0,0.0,,
2019-06-06,0.0,0.0,0.0,0.0,,
2019-06-10,0.0,0.0,0.0,0.0,,
2019-06-11,0.0,0.0,0.0,0.0,,
2019-06-12,0.0,0.0,0.0,0.0,,
2019-06-13,-0.012987012987012991,-0.01273885350318471,-0.013245033112582738,-0.012987012987012991,-inf,
2019-06-14,-0.006578947368421018,-0.006451612903225823,-0.006711409395973145,-0.006578947368421018,-0.49230769230769234,
2019-06-17,0.0,0.0,0.0,0.0,-1.0,
2019-06-18,0.0,0.0,0.0,0.0,,
2019-06-19,-0.0066225165562914245,-0.00649350649350644,-0.006756756756756799,-0.0066225165562914245,-inf,
2019-06-20,0.0,0.0,0.0,0.0,-1.0,
2019-06-21,0.0,0.0,0.0,0.0,,
2019-06-24,-0.00666666666666671,-0.006535947712418277,-0.006802721088435382,-0.00666666666666671,-inf,
2019-06-25,0.0,0.0,0.0,0.0,-1.0,
2019-06-26,0.0,0.0,0.0,0.0,,
2019-06-27,-0.01342281879194629,-0.013157894736842146,-0.013698630136986356,-0.01342281879194629,-inf,
2019-06-28,0.0,0.0,0.0,0.0,-1.0,
2019-07-01,-0.013605442176870763,-0.013333333333333308,-0.01388888888888884,-0.013605442176870763,-inf,
2019-07-02,0.0,0.0,0.0,0.0,-1.0,
2019-07-03,0.0,0.0,0.0,0.0,,
2019-07-04,0.0,0.0,0.0,0.0,,
2019-07-05,0.0,0.0,0.0,0.0,,
2019-07-08,-0.006896551724137945,-0.006756756756756799,-0.007042253521126751,-0.006896551724137945,-inf,
2019-07-09,-0.00694444444444442,-0.006802721088435382,-0.007092198581560294,-0.00694444444444442,0.0,
2019-07-10,0.0,0.0,0.0,0.0,-1.0,
2019-07-11,-0.013986013986013957,-0.013698630136986356,-0.014285714285714235,-0.013986013986013957,-inf,
2019-07-12,0.0,0.0,0.0,0.0,-1.0,
2019-07-15,0.0,0.0,0.0,0.0,,
2019-07-16,0.0,0.0,0.0,0.0,,
2019-07-17,0.0,0.0,0.0,0.0,,
2019-07-18,0.0,0.0,0.0,0.0,,
2019-07-19,-0.007092198581560294,-0.00694444444444442,-0.007246376811594235,-0.007092198581560294,-inf,
2019-07-22,0.0,0.0,0.0,0.0,-1.0,
2019-07-23,-0.021428571428571463,-0.020979020979020935,-0.021897810218978075,-0.021428571428571463,-inf,
2019-07-24,0.0,0.0,0.0,0.0,-1.0,
2019-07-25,0.0,0.0,0.0,0.0,,
2019-07-26,-0.014598540145985384,-0.014285714285714235,-0.014925373134328401,-0.014598540145985384,-inf,
2019-07-29,-0.007407407407407418,-0.007246376811594235,-0.007575757575757569,-0.007407407407407418,-0.4931506849315068,
2019-07-30,0.0,0.0,0.0,0.0,-1.0,
2019-07-31,0.0,0.0,0.0,0.0,,
2019-08-01,0.0,0.0,0.0,0.0,,
2019-08-02,-0.007462686567164201,-0.007299270072992692,-0.007633587786259555,-0.007462686567164201,-inf,
2019-08-05,-0.007518796992481258,-0.007352941176470562,-0.007692307692307665,-0.007518796992481258,0.0,
2019-08-06,0.0,0.0,0.0,0.0,-1.0,
2019-08-07,-0.007575757575757569,-0.007407407407407418,-0.007751937984496138,-0.007575757575757569,-inf,
2019-08-08,0.0,0.0,0.0,0.0,-1.0,
2019-08-09,0.0,0.0,0.0,0.0,,
2019-08-12,0.0,0.0,0.0,0.0,,
2019-08-13,-0.007633587786259555,-0.007462686567164201,-0.0078125,-0.007633587786259555,-inf,
2019-08-14,0.0,0.0,0.0,0.0,-1.0,
2019-08-15,-0.007692307692307665,-0.007518796992481258,-0.007874015748031482,-0.007692307692307665,-inf,
2019-08-16,-0.007751937984496138,-0.007575757575757569,-0.007936507936507908,-0.007751937984496138,0.012987012987013102,
2019-08-19,-0.0078125,-0.007633587786259555,-0.008000000000000007,-0.0078125,0.0,
2019-08-20,0.0,0.0,0.0,0.0,-1.0,
2019-08-21,0.0,0.0,0.0,0.0,,
2019-08-22,-0.007874015748031482,-0.007692307692307665,-0.008064516129032251,-0.007874015748031482,-inf,
2019-08-23,-0.007936507936507908,-0.007751937984496138,-0.008130081300813052,-0.007936507936507908,0.0,
2019-08-26,0.0,0.0,0.0,0.0,-1.0,
2019-08-27,0.0,0.0,0.0,0.0,,
2019-08-28,0.0,0.0,0.0,0.0,,
2019-08-29,-0.016000000000000014,-0.015625,-0.016393442622950838,-0.016000000000000014,-inf,
2019-08-30,0.0,0.0,0.0,0.0,-1.0,
2019-09-02,0.0,0.0,0.0,0.0,,
2019-09-03,0.0,0.0,0.0,0.0,,
2019-09-04,0.0,0.0,0.0,0.0,,
2019-09-05,0.0,0.0,0.0,0.0,,
2019-09-06,0.0,0.0,0.0,0.0,,
2019-09-09,0.0,0.0,0.0,0.0,,
2019-09-10,0.0,0.0,0.0,0.0,,
2019-09-11,0.0,0.0,0.0,0.0,,
2019-09-12,0.0,0.0,0.0,0.0,,
2019-09-16,0.0,0.0,0.0,0.0,,
2019-09-17,-0.024390243902439046,-0.023809523809523836,-0.025000000000000022,-0.024390243902439046,-inf,
2019-09-18,0.0,0.0,0.0,0.0,-1.0,
2019-09-19,-0.008333333333333304,-0.008130081300813052,-0.008547008547008517,-0.008333333333333304,-inf,
2019-09-20,0.0,0.0,0.0,0.0,-1.0,
2019-09-23,0.0,0.0,0.0,0.0,,
2019-09-24,-0.008403361344537785,-0.008196721311475419,-0.008620689655172376,-0.008403361344537785,-inf,
2019-09-25,0.0,0.0,0.0,0.0,-1.0,
2019-09-26,0.0,0.0,0.0,0.0,,
2019-09-27,0.0,0.0,0.0,0.0,,
2019-10-08,0.0,0.0,0.0,0.0,,
2019-10-09,0.0,0.0,0.0,0.0,,
2019-10-10,0.0,0.0,0.0,0.0,,
2019-10-11,0.0,0.0,0.0,0.0,,
2019-10-14,0.0,0.0,0.0,0.0,,
2019-10-15,0.0,0.0,0.0,0.0,,
2019-10-16,0.0,0.0,0.0,0.0,,
2019-10-17,0.0,0.0,0.0,0.0,,
2019-10-18,0.0,0.0,0.0,0.0,,
2019-10-21,0.0,0.0,0.0,0.0,,
2019-10-22,-0.008474576271186418,-0.008264462809917328,-0.008695652173912993,-0.008474576271186418,-inf,
2019-10-23,0.0,0.0,0.0,0.0,-1.0,
2019-10-24,0.0,0.0,0.0,0.0,,
2019-10-25,0.0,0.0,0.0,0.0,,
2019-10-28,0.0,0.0,0.0,0.0,,
2019-10-29,0.0,0.0,0.0,0.0,,
2019-10-30,0.0,0.0,0.0,0.0,,
2019-10-31,0.0,0.0,0.0,0.0,,
2019-11-01,0.0,0.0,0.0,0.0,,
2019-11-04,-0.008547008547008517,-0.008333333333333304,-0.00877192982456143,-0.008547008547008517,-inf,
2019-11-05,0.0,0.0,0.0,0.0,-1.0,
2019-11-06,0.0,0.0,0.0,0.0,,
2019-11-07,0.0,0.0,0.0,0.0,,
2019-11-08,0.0,0.0,0.0,0.0,,
2019-11-11,0.0,0.0,0.0,0.0,,
2019-11-12,0.0,0.0,0.0,0.0,,
2019-11-13,-0.008620689655172376,-0.008403361344537785,-0.008849557522123908,-0.008620689655172376,-inf,
2019-11-14,0.0,0.0,0.0,0.0,-1.0,
2019-11-15,-0.017391304347826098,-0.016949152542372836,-0.017857142857142905,-0.017391304347826098,-inf,
2019-11-18,0.0,0.0,0.0,0.0,-1.0,
2019-11-19,0.0,0.0,0.0,0.0,,
2019-11-20,0.0,0.0,0.0,0.0,,
2019-11-21,-0.008849557522123908,-0.008620689655172376,-0.009090909090909038,-0.008849557522123908,-inf,
2019-11-22,0.0,0.0,0.0,0.0,-1.0,
2019-11-25,-0.0267857142857143,-0.02608695652173909,-0.02752293577981646,-0.0267857142857143,-inf,
2019-11-26,0.0,0.0,0.0,0.0,-1.0,
2019-11-27,0.0,0.0,0.0,0.0,,
2019-11-28,0.0,0.0,0.0,0.0,,
2019-11-29,-0.00917431192660545,-0.008928571428571397,-0.009433962264150941,-0.00917431192660545,-inf,
2019-12-02,-0.0092592592592593,-0.009009009009009028,-0.00952380952380949,-0.0092592592592593,0.010869565217391353,
2019-12-03,-0.01869158878504673,-0.018181818181818188,-0.019230769230769273,-0.01869158878504673,1.010752688172043,
2019-12-04,0.0,0.0,0.0,0.0,-1.0,
2019-12-05,0.0,0.0,0.0,0.0,,
2019-12-06,0.0,0.0,0.0,0.0,,
2019-12-09,-0.00952380952380949,-0.0092592592592593,-0.009803921568627416,-0.00952380952380949,-inf,
2019-12-10,0.0,0.0,0.0,0.0,-1.0,
2019-12-11,0.0,0.0,0.0,0.0,,
2019-12-12,0.0,0.0,0.0,0.0,,
2019-12-13,-0.019230769230769273,-0.01869158878504673,-0.01980198019801982,-0.019230769230769273,-inf,
2019-12-16,0.0,0.0,0.0,0.0,-1.0,
2019-12-17,0.0,0.0,0.0,0.0,,
2019-12-18,0.0,0.0,0.0,0.0,,
2019-12-19,0.0,0.0,0.0,0.0,,
2019-12-20,0.0,0.0,0.0,0.0,,
2019-12-23,0.0,0.0,0.0,0.0,,
2019-12-24,0.0,0.0,0.0,0.0,,
2019-12-25,-0.009803921568627416,-0.00952380952380949,-0.010101010101010055,-0.009803921568627416,-inf,
2019-12-26,0.0,0.0,0.0,0.0,-1.0,
2019-12-27,-0.01980198019801982,-0.019230769230769273,-0.020408163265306145,-0.01980198019801982,-inf,
2019-12-30,0.0,0.0,0.0,0.0,-1.0,
2019-12-31,0.0,0.0,0.0,0.0,,
2020-01-02,0.0,0.0,0.0,0.0,,
2020-01-03,0.0,0.0,0.0,0.0,,
2020-01-06,0.0,0.0,0.0,0.0,,
2020-01-07,0.0,0.0,0.0,0.0,,
2020-01-08,0.0,0.0,0.0,0.0,,
2020-01-09,0.0,0.0,0.0,0.0,,
2020-01-10,-0.010101010101010055,-0.009803921568627416,-0.01041666666666663,-0.010101010101010055,-inf,
2020-01-13,0.0,0.0,0.0,0.0,-1.0,
2020-01-14,0.0,0.0,0.0,0.0,,
2020-01-15,0.0,0.0,0.0,0.0,,
2020-01-16,0.0,0.0,0.0,0.0,,
2020-01-17,0.0,0.0,0.0,0.0,,
2020-01-20,0.0,-0.02970297029702973,0.03157894736842115,0.0,,
2020-01-21,0.0,0.0,0.0,0.0,,
2020-02-03,0.0,0.0,0.0,0.0,,
2020-02-04,0.0,0.0,0.0,0.0,,
2020-02-05,0.0,0.0,0.0,0.0,,
2020-02-06,0.0,0.0,0.0,0.0,,
2020-02-07,0.0,0.0,0.0,0.0,,
2020-02-10,0.0,0.0,0.0,0.0,,
2020-02-11,0.0,0.0,0.0,0.0,,
2020-02-12,0.0,0.0,0.0,0.0,,
2020-02-13,0.0,0.0,0.0,0.0,,
2020-02-14,0.0,0.0,0.0,0.0,,
2020-02-17,0.0,0.0,0.0,0.0,,
2020-02-18,0.0,0.0,0.0,0.0,,
2020-02-19,0.0,0.030612244897959107,-0.030612244897959218,0.0,,
2020-02-20,0.0,0.0,0.0,0.0,,
2020-02-21,0.0,0.0,0.0,0.0,,
2020-02-24,0.0,0.0,0.0,0.0,,
2020-02-25,0.0,0.0,0.0,0.0,,
2020-02-26,0.0,0.0,0.0,0.0,,
2020-02-27,0.0,0.0,0.0,0.0,,
2020-02-28,-0.020408163265306145,-0.04950495049504955,0.010526315789473717,-0.020408163265306145,-inf,
2020-03-02,0.0,0.0,0.0,0.0,-1.0,
2020-03-03,0.0,0.0,0.0,0.0,,
2020-03-04,0.0,0.0,0.0,0.0,,
2020-03-05,0.0,0.0,0.0,0.0,,
2020-03-06,0.0,0.0,0.0,0.0,,
2020-03-09,-0.02083333333333337,-0.02083333333333337,-0.02083333333333337,-0.02083333333333337,-inf,
2020-03-10,0.0,0.0,0.0,0.0,-1.0,
2020-03-11,0.0,0.0,0.0,0.0,,
2020-03-12,0.0,0.0,0.0,0.0,,
2020-03-13,0.0,0.0,0.0,0.0,,
2020-03-16,0.0,0.0,0.0,0.0,,
2020-03-17,0.0,0.0,0.0,0.0,,
2020-03-18,0.0,0.0,0.0,0.0,,
2020-03-19,0.0,0.0,0.0,0.0,,
2020-03-20,-0.021276595744680882,-0.021276595744680882,-0.021276595744680882,-0.021276595744680882,-inf,
2020-03-23,0.0,0.0,0.0,0.0,-1.0,
2020-03-24,0.0,0.0,0.0,0.0,,
2020-03-25,0.0,0.0,0.0,0.0,,
2020-03-26,0.0,0.0,0.0,0.0,,
2020-03-27,0.0,0.0,0.0,0.0,,
2020-03-30,0.0,0.0,0.0,0.0,,
2020-03-31,0.0,0.0,0.0,0.0,,
2020-04-01,0.0,0.0,0.0,0.0,,
2020-04-02,0.0,0.0,0.0,0.0,,
2020-04-03,0.0,0.0,0.0,0.0,,
2020-04-06,-0.010869565217391353,-0.010869565217391353,-0.010869565217391353,-0.010869565217391353,-inf,
2020-04-07,0.0,0.0,0.0,0.0,-1.0,
2020-04-08,0.0,0.0,0.0,0.0,,
2020-04-09,0.0,0.0,0.0,0.0,,
2020-04-10,0.0,0.0,0.0,0.0,,
2020-04-13,0.0,0.0,0.0,0.0,,
2020-04-14,0.0,0.0,0.0,0.0,,
2020-04-15,0.0,0.0,0.0,0.0,,
2020-04-16,0.0,0.0,0.0,0.0,,
2020-04-17,0.0,0.0,0.0,0.0,,
2020-04-20,0.0,0.0,0.0,0.0,,
2020-04-21,-0.027472527472527486,-0.027472527472527486,-0.027472527472527486,-0.027472527472527486,-inf,
2020-04-22,0.0,0.0,0.0,0.0,-1.0,
2020-04-23,0.0,0.0,0.0,0.0,,
2020-04-24,0.0,0.0,0.0,0.0,,
2020-04-27,0.0,0.0,0.0,0.0,,
2020-04-28,0.0,0.0,0.0,0.0,,
2020-04-29,0.0,0.0,0.0,0.0,,
2020-04-30,0.0,0.0,0.0,0.0,,
2020-05-01,0.0,0.0,0.0,0.0,,
2020-05-04,0.0,0.0,0.0,0.0,,
2020-05-05,-0.011299435028248594,-0.011299435028248594,-0.011299435028248594,-0.011299435028248594,-inf,
2020-05-06,0.0,0.0,0.0,0.0,-1.0,
2020-05-07,0.0,0.0,0.0,0.0,,
2020-05-08,0.0,0.0,0.0,0.0,,
2020-05-11,0.0,0.0,0.0,0.0,,
2020-05-12,0.0,0.0,0.0,0.0,,
2020-05-13,0.0,0.0,0.0,0.0,,
2020-05-14,0.0,0.0,0.0,0.0,,
2020-05-15,0.0,0.0,0.0,0.0,,
2020-05-18,-0.02857142857142858,-0.02857142857142858,-0.02857142857142858,-0.02857142857142858,-inf,
2020-05-19,0.0,0.0,0.0,0.0,-1.0,
2020-05-20,0.0,0.0,0.0,0.0,,
2020-05-21,0.0,0.0,0.0,0.0,,
2020-05-22,0.0,0.0,0.0,0.0,,
2020-05-25,0.0,0.0,0.0,0.0,,
2020-05-26,0.0,0.0,0.0,0.0,,
2020-05-27,0.0,0.0,0.0,0.0,,
2020-05-28,0.0,0.0,0.0,0.0,,
2020-05-29,0.0,0.0,0.0,0.0,,
2020-06-01,0.0,0.0,0.0,0.0,,
2020-06-02,0.0,0.0,0.0,0.0,,
2020-06-03,0.0,0.0,0.0,0.0,,
2020-06-04,0.0,0.0,0.0,0.0,,
2020-06-05,0.0,0.0,0.0,0.0,,
2020-06-08,0.0,0.0,0.0,0.0,,
2020-06-09,-0.02352941176470591,-0.02352941176470591,-0.02352941176470591,-0.02352941176470591,-inf,
2020-06-10,0.0,0.0,0.0,0.0,-1.0,
2020-06-11,0.0,0.0,0.0,0.0,,
2020-06-12,0.0,0.0,0.0,0.0,,
2020-06-15,0.0,0.0,0.0,0.0,,
2020-06-16,0.0,0.0,0.0,0.0,,
2020-06-17,0.0,0.0,0.0,0.0,,
2020-06-18,0.0,0.0,0.0,0.0,,
2020-06-19,0.0,0.0,0.0,0.0,,
2020-06-22,-0.02409638554216864,-0.02409638554216864,-0.02409638554216864,-0.02409638554216864,-inf,
2020-06-23,0.0,0.0,0.0,0.0,-1.0,
2020-06-24,0.0,0.0,0.0,0.0,,
2020-06-25,0.0,0.0,0.0,0.0,,
2020-06-26,0.0,0.0,0.0,0.0,,
2020-06-29,0.0,0.0,0.0,0.0,,
2020-06-30,0.0,0.0,0.0,0.0,,
2020-07-01,0.0,0.0,0.0,0.0,,
2020-07-02,0.0,0.0,0.0,0.0,,
2020-07-03,0.0,0.0,0.0,0.0,,
2020-07-06,0.0,0.0,0.0,0.0,,
2020-07-07,0.0,0.0,0.0,0.0,,
2020-07-08,0.0,0.0,0.0,0.0,,
2020-07-09,0.0,0.0,0.0,0.0,,
2020-07-10,0.0,0.0,0.0,0.0,,
2020-07-13,0.0,0.0,0.0,0.0,,
2020-07-14,-0.03703703703703709,-0.03703703703703709,-0.03703703703703709,-0.03703703703703709,-inf,
2020-07-15,0.0,0.0,0.0,0.0,-1.0,
2020-07-16,0.0,0.0,0.0,0.0,,
2020-07-17,0.0,0.0,0.0,0.0,,
2020-07-20,0.0,0.0,0.0,0.0,,
2020-07-21,0.0,0.0,0.0,0.0,,
2020-07-22,0.0,0.0,0.0,0.0,,
2020-07-23,0.0,0.0,0.0,0.0,,
2020-07-24,0.0,0.0,0.0,0.0,,
2020-07-27,0.0,0.0,0.0,0.0,,
2020-07-28,0.0,0.0,0.0,0.0,,
2020-07-29,0.0,0.0,0.0,0.0,,
2020-07-30,0.0,0.0,0.0,0.0,,
2020-07-31,0.0,0.0,0.0,0.0,,
2020-08-03,0.0,0.0,0.0,0.0,,
2020-08-04,0.0,0.0,0.0,0.0,,
2020-08-05,0.0,0.0,0.0,0.0,,
2020-08-06,0.0,0.0,0.0,0.0,,
2020-08-07,0.0,0.0,0.0,0.0,,
2020-08-10,0.0,0.0,0.0,0.0,,
2020-08-11,0.0,0.0,0.0,0.0,,
2020-08-12,0.0,0.0,0.0,0.0,,
2020-08-13,0.0,0.0,0.0,0.0,,
2020-08-14,0.0,0.0,0.0,0.0,,
2020-08-17,0.0,0.0,0.0,0.0,,
2020-08-18,0.0,0.0,0.0,0.0,,
2020-08-19,0.0,0.0,0.0,0.0,,
2020-08-20,0.0,0.0,0.0,0.0,,
2020-08-21,0.0,0.0,0.0,0.0,,
2020-08-24,0.0,0.0,0.0,0.0,,
2020-08-25,0.0,0.0,0.0,0.0,,
2020-08-26,0.0,0.0,0.0,0.0,,
2020-08-27,0.0,0.0,0.0,0.0,,
2020-08-28,0.0,0.0,0.0,0.0,,
2020-08-31,0.0,0.0,0.0,0.0,,
2020-09-01,0.0,0.0,0.0,0.0,,
2020-09-03,0.0,0.0,0.0,0.0,,
2020-09-04,0.0,0.0,0.0,0.0,,
2020-09-07,0.0,0.0,0.0,0.0,,
2020-09-08,0.0,0.0,0.0,0.0,,
2020-09-09,0.0,0.0,0.0,0.0,,
2020-09-10,0.0,0.0,0.0,0.0,,
2020-09-11,0.0,0.0,0.0,0.0,,
2020-09-14,0.0,0.0,0.0,0.0,,
2020-09-15,0.0,0.0,0.0,0.0,,
2020-09-16,0.0,0.0,0.0,0.0,,
2020-09-17,0.0,0.0,0.0,0.0,,
2020-09-18,0.0,0.0,0.0,0.0,,
2020-09-21,0.0,0.0,0.0,0.0,,
2020-09-22,0.0,0.0,0.0,0.0,,
2020-09-23,0.0,0.0,0.0,0.0,,
2020-09-24,0.0,0.0,0.0,0.0,,
2020-09-25,0.0,0.0,0.0,0.0,,
2020-09-28,0.0,0.0,0.0,0.0,,
2020-09-29,0.0,0.0,0.0,0.0,,
2020-09-30,0.0,0.0,0.0,0.0,,
2020-10-01,0.0,0.0,0.0,0.0,,
2020-10-02,0.0,0.0,0.0,0.0,,
2020-10-05,0.0,0.0,0.0,0.0,,
2020-10-06,0.0,0.0,0.0,0.0,,
2020-10-07,0.0,0.0,0.0,0.0,,
2020-10-08,0.0,0.0,0.0,0.0,,
2020-10-09,0.0,0.0,0.0,0.0,,
2020-10-12,0.0,0.0,0.0,0.0,,
2020-10-13,0.0,0.0,0.0,0.0,,
2020-10-14,0.0,0.0,0.0,0.0,,
2020-10-15,0.0,0.0,0.0,0.0,,
2020-10-16,0.0,0.0,0.0,0.0,,
2020-10-19,0.0,0.0,0.0,0.0,,
2020-10-20,0.0,0.0,0.0,0.0,,
2020-10-21,0.0,0.0,0.0,0.0,,
2020-10-22,0.0,0.0,0.0,0.0,,
2020-10-23,0.0,0.0,0.0,0.0,,
2020-10-26,0.0,0.0,0.0,0.0,,
2020-10-27,0.0,0.0,0.0,0.0,,
2020-10-28,0.0,0.0,0.0,0.0,,
2020-10-29,0.0,0.0,0.0,0.0,,
2020-10-30,0.0,0.0,0.0,0.0,,
2020-11-02,0.0,0.0,0.0,0.0,,
2020-11-03,0.0,0.0,0.0,0.0,,
2020-11-04,0.0,0.0,0.0,0.0,,
2020-11-05,0.0,0.0,0.0,0.0,,
2020-11-06,0.0,0.0,0.0,0.0,,
2020-11-09,0.0,0.0,0.0,0.0,,
2020-11-10,0.0,0.0,0.0,0.0,,
2020-11-11,0.0,0.0,0.0,0.0,,
2020-11-12,0.0,0.0,0.0,0.0,,
2020-11-13,0.0,0.0,0.0,0.0,,
2020-11-16,0.0,0.0,0.0,0.0,,
2020-11-17,0.0,0.0,0.0,0.0,,
2020-11-18,0.0,0.0,0.0,0.0,,
2020-11-19,0.0,0.0,0.0,0.0,,
2020-11-20,0.0,0.0,0.0,0.0,,
2020-11-23,0.0,0.0,0.0,0.0,,
2020-11-24,0.0,0.0,0.0,0.0,,
2020-11-25,0.0,0.0,0.0,0.0,,
2020-11-26,0.0,0.0,0.0,0.0,,
2020-11-27,0.0,0.0,0.0,0.0,,
2020-11-30,0.0,0.0,0.0,0.0,,
2020-12-01,0.05128205128205132,0.05128205128205132,0.05128205128205132,0.05128205128205132,inf,
2020-12-02,0.0,0.0,0.0,0.0,-1.0,
2020-12-03,0.0,0.0,0.0,0.0,,
2020-12-04,0.0,0.0,0.0,0.0,,
2020-12-07,0.0,0.0,0.0,0.0,,
2020-12-08,0.0,0.0,0.0,0.0,,
2020-12-09,0.0,0.0,0.0,0.0,,
2020-12-10,0.0,0.0,0.0,0.0,,
2020-12-11,0.0,0.0,0.0,0.0,,
2020-12-14,0.0,0.0,0.0,0.0,,
2020-12-15,0.0,0.0,0.0,0.0,,
2020-12-16,0.0,0.0,0.0,0.0,,
2020-12-17,0.0,0.0,0.0,0.0,,
2020-12-18,0.0,0.0,0.0,0.0,,
2020-12-21,0.12195121951219523,0.12195121951219523,0.12195121951219523,0.12195121951219523,inf,
2020-12-22,0.0,0.0,0.0,0.0,-1.0,
2020-12-23,0.0,0.0,0.0,0.0,,
2020-12-24,0.0,0.0,0.0,0.0,,
2020-12-25,0.0,0.0,0.0,0.0,,
2020-12-28,0.010869565217391353,0.010869565217391353,0.010869565217391353,0.010869565217391353,inf,
2020-12-29,0.0,0.0,0.0,0.0,-1.0,
2020-12-30,0.0,0.0,0.0,0.0,,
2020-12-31,0.0,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,0.0,,
2021-01-04,0.0,0.0,0.0,0.0,,
2021-01-05,0.0,0.0,0.0,0.0,,
2021-01-06,0.0,0.0,0.0,0.0,,
2021-01-07,0.0,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,0.0,,
2021-01-13,0.0,0.0,0.0,0.0,,
2021-01-14,0.16129032258064524,0.16129032258064524,0.16129032258064524,0.16129032258064524,inf,
2021-01-15,0.0,0.0,0.0,0.0,-1.0,
2021-01-18,0.0,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,0.0,,
2021-01-20,0.0,0.0,0.0,0.0,,
2021-01-21,0.05555555555555558,0.05555555555555558,0.05555555555555558,0.05555555555555558,inf,
2021-01-22,0.0,0.0,0.0,0.0,-1.0,
2021-01-25,0.0,0.0,0.0,0.0,,
2021-01-26,0.0,0.0,0.0,0.0,,
2021-01-27,0.0,0.0,0.0,0.0,,
2021-01-28,0.09649122807017552,0.09649122807017552,0.09649122807017552,0.09649122807017552,inf,
2021-01-29,0.0,0.0,0.0,0.0,-1.0,
2021-02-01,0.0,0.0,0.0,0.0,,
2021-02-02,0.0,0.0,0.0,0.0,,
2021-02-03,0.04800000000000004,0.04800000000000004,0.04800000000000004,0.04800000000000004,inf,
2021-02-04,0.0,0.0,0.0,0.0,-1.0,
2021-02-05,0.0,0.0,0.0,0.0,,
2021-02-08,0.0,0.0,0.0,0.0,,
2021-02-09,0.0,0.0,0.0,0.0,,
2021-02-10,0.0,0.0,0.0,0.0,,
2021-02-11,0.03053435114503822,0.03053435114503822,0.03053435114503822,0.03053435114503822,inf,
2021-02-12,0.0,0.0,0.0,0.0,-1.0,
2021-02-15,0.0,0.0,0.0,0.0,,
2021-02-16,0.0,0.0,0.0,0.0,,
2021-02-17,0.0,0.0,0.0,0.0,,
2021-02-18,0.0,0.0,0.0,0.0,,
2021-02-19,0.0,0.0,0.0,0.0,,
2021-02-22,0.0,0.0,0.0,0.0,,
2021-02-23,0.0,0.0,0.0,0.0,,
2021-02-24,0.0,0.0,0.0,0.0,,
2021-02-25,0.04444444444444451,0.04444444444444451,0.04444444444444451,0.04444444444444451,inf,
2021-02-26,0.0,0.0,0.0,0.0,-1.0,
2021-03-01,0.0,0.0,0.0,0.0,,
2021-03-02,0.0,0.0,0.0,0.0,,
2021-03-03,0.0,0.0,0.0,0.0,,
2021-03-04,0.0,0.0,0.0,0.0,,
2021-03-05,0.0,0.0,0.0,0.0,,
2021-03-08,0.0,0.0,0.0,0.0,,
2021-03-09,0.0,0.0,0.0,0.0,,
2021-03-10,0.0,0.0,0.0,0.0,,
2021-03-11,0.2056737588652482,0.2056737588652482,0.2056737588652482,0.2056737588652482,inf,
2021-03-12,0.0,0.0,0.0,0.0,-1.0,
2021-03-15,0.0,0.0,0.0,0.0,,
2021-03-16,0.0,0.0,0.0,0.0,,
2021-03-17,0.0,0.0,0.0,0.0,,
2021-03-18,0.0,0.0,0.0,0.0,,
2021-03-19,0.0,0.0,0.0,0.0,,
2021-03-22,0.0,0.0,0.0,0.0,,
2021-03-23,0.0,0.0,0.0,0.0,,
2021-03-24,0.0,0.0,0.0,0.0,,
2021-03-25,0.0,0.0,0.0,0.0,,
2021-03-26,0.0,0.0,0.0,0.0,,
2021-03-29,0.0,0.0,0.0,0.0,,
2021-03-30,0.0,0.0,0.0,0.0,,
2021-03-31,0.0,0.0,0.0,0.0,,
2021-04-01,0.0,0.0,0.0,0.0,,
